Member,KMeans,GMM,Agglomerative,Hierarchical,RFM,Spark KMeans,RFM_Score,RFM_Segment,KMeans_Percent,GMM_Percent,Agglomerative_Percent,Hierarchical_Percent,RFM_Percent,SparkKMeans_Percent
2050,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2051,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2053,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2054,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2055,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2056,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2057,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2058,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
2059,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2060,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2061,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2062,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2063,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2064,2,2,0,4,1,3,7,Loyal Customers,36.63,25.12,36.76,36.76,20.99,36.35
2065,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2066,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2067,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2068,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2069,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2070,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2071,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2072,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2073,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
2074,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2075,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2076,2,1,1,2,2,3,8,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2077,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2078,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2079,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2080,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2081,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2082,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2083,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2084,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2085,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2086,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
2087,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2088,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2089,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2091,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2092,2,1,3,1,3,3,11,VIP,36.63,21.58,10.6,10.6,16.88,36.35
2093,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2094,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2095,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2096,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2097,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2098,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2100,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2101,2,1,0,4,2,3,8,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
2102,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2103,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2104,2,1,0,4,2,3,8,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
2105,1,3,0,4,0,0,4,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2106,2,1,0,4,2,3,9,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
2107,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2108,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2109,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2110,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
2111,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2112,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2113,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2114,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2115,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2116,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2117,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2118,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2119,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2120,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2121,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2122,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2123,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2125,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2126,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2127,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2128,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2129,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
2131,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2132,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2133,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2134,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2135,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2136,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2137,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2138,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
2139,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2140,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2141,1,3,0,4,0,0,4,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2142,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2143,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
2144,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2145,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2146,0,3,0,4,0,2,5,Ordinary Buyers,26.68,24.96,36.76,36.76,29.3,27.32
2147,2,0,0,4,2,2,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,27.32
2148,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2149,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2151,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2152,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2153,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2154,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2155,2,2,0,4,0,3,4,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
2156,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2157,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2158,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
2159,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2160,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2161,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2162,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2164,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2165,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2166,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2167,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2168,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2169,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2170,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2171,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
2172,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2173,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2174,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2175,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
2176,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2177,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2178,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2179,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2180,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2181,2,3,1,2,1,3,6,Ordinary Buyers,36.63,24.96,29.89,29.89,20.99,36.35
2183,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2184,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2185,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2186,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
2187,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2188,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2190,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2191,2,1,0,4,2,3,10,VIP,36.63,21.58,36.76,36.76,32.84,36.35
2192,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
2193,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2194,3,3,1,2,2,3,10,VIP,16.7,24.96,29.89,29.89,32.84,36.35
2195,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
2196,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2197,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2198,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2199,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2200,2,0,0,4,2,2,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,27.32
2201,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2202,3,1,3,1,2,1,10,VIP,16.7,21.58,10.6,10.6,32.84,16.24
2203,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2204,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2205,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2206,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2207,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
2208,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2209,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2210,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2211,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2212,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2213,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2214,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2215,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2216,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
2217,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2218,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2219,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2220,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2221,0,1,0,4,2,2,8,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
2222,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2225,0,3,0,4,2,2,8,Loyal Customers,26.68,24.96,36.76,36.76,32.84,27.32
2226,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2227,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2228,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2229,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2230,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
2231,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2232,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2233,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2234,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2235,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2236,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2237,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
2238,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2239,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2240,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2241,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2242,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2243,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2244,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2245,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
2246,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
2247,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2248,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2249,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2250,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2251,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2252,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2253,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2254,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2255,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2256,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2257,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2258,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2259,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2260,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2261,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2262,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2263,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2264,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2265,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2266,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2267,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2269,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2270,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2271,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2272,3,3,3,1,2,3,10,VIP,16.7,24.96,10.6,10.6,32.84,36.35
2273,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2274,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2275,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2276,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2277,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
2278,0,0,0,4,0,2,4,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2279,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
2280,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2281,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
2282,0,3,2,3,0,2,5,Ordinary Buyers,26.68,24.96,22.76,22.76,29.3,27.32
2283,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2284,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2285,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2286,0,1,0,4,2,2,8,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
2287,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2288,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2289,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2290,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2291,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2292,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2293,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2294,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2295,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2296,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2297,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2298,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2299,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2300,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2301,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2302,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2303,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
2304,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2305,2,1,1,2,2,3,8,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2306,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2307,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2308,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2309,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2310,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
2311,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2312,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2313,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2314,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2315,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2316,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2318,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2319,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
2320,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2321,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2322,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2323,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2324,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2325,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2326,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2327,0,0,0,4,2,2,10,VIP,26.68,28.35,36.76,36.76,32.84,27.32
2328,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2329,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2330,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2331,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2332,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2334,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2335,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2336,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2337,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2338,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2339,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
2340,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2341,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
2342,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2343,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
2344,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2345,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2346,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2347,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2348,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2349,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2350,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
