Member,KMeans,GMM,Agglomerative,Hierarchical,RFM,Spark KMeans,RFM_Score,RFM_Segment,KMeans_Percent,GMM_Percent,Agglomerative_Percent,Hierarchical_Percent,RFM_Percent,SparkKMeans_Percent
2351,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2352,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2353,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2354,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2355,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2356,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
2357,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2358,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2359,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2360,1,3,0,4,0,0,4,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2361,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2362,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2363,2,1,3,1,2,3,10,VIP,36.63,21.58,10.6,10.6,32.84,36.35
2364,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2365,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2366,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2368,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2369,0,1,1,2,2,2,9,Loyal Customers,26.68,21.58,29.89,29.89,32.84,27.32
2370,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
2371,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
2372,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2373,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2374,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2375,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2376,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2377,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2378,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2379,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2380,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2381,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2383,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2384,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2386,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2387,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2388,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2389,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2390,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2391,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2392,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2393,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2394,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2395,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2396,1,3,1,2,1,0,7,Loyal Customers,19.98,24.96,29.89,29.89,20.99,20.09
2397,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2398,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2399,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2400,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2401,2,1,0,4,2,3,10,VIP,36.63,21.58,36.76,36.76,32.84,36.35
2402,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2403,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2404,2,0,0,4,2,2,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,27.32
2406,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2407,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2408,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2410,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
2411,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2412,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2413,2,0,1,2,3,3,11,VIP,36.63,28.35,29.89,29.89,16.88,36.35
2414,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2415,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2416,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2417,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2419,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2420,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2421,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2422,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2423,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2424,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2425,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2426,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2427,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2428,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2429,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2430,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2431,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2432,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2433,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2434,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2435,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2436,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2437,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2438,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2439,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2440,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
2441,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2442,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2443,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2444,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2445,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
2446,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2447,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2448,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2449,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2450,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2451,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2452,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2453,3,0,1,2,3,1,11,VIP,16.7,28.35,29.89,29.89,16.88,16.24
2454,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2455,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2456,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2457,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2458,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2459,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2460,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2461,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2462,0,3,0,4,0,2,5,Ordinary Buyers,26.68,24.96,36.76,36.76,29.3,27.32
2463,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2464,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2465,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2466,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
2467,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2468,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2469,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2470,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
2471,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2472,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2473,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2474,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2475,3,1,1,2,3,3,12,VIP,16.7,21.58,29.89,29.89,16.88,36.35
2476,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2477,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2478,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2479,2,3,0,4,0,3,5,Ordinary Buyers,36.63,24.96,36.76,36.76,29.3,36.35
2480,0,3,0,4,2,2,8,Loyal Customers,26.68,24.96,36.76,36.76,32.84,27.32
2481,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2482,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2483,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2484,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
2485,0,2,2,3,1,2,6,Ordinary Buyers,26.68,25.12,22.76,22.76,20.99,27.32
2486,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2487,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2488,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2489,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2490,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2492,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2493,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2494,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
2495,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2496,2,1,0,4,2,3,9,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
2497,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2499,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2500,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2501,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2502,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2503,1,3,2,3,0,0,4,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2504,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2505,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
2506,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2507,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2508,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2509,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
2510,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
2511,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
2512,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2513,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2514,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2515,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2516,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2517,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2518,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2519,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2520,0,1,0,4,1,2,6,Ordinary Buyers,26.68,21.58,36.76,36.76,20.99,27.32
2521,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2522,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2523,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2524,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2525,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2526,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2527,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2528,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2530,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2531,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2532,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2533,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2534,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2535,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2536,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2537,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2538,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
2539,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2540,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
2541,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2542,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2543,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2544,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
2545,0,1,0,4,2,2,8,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
2546,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2547,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2548,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2549,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
2550,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2551,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2552,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
2553,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2555,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2556,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2557,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2558,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
2559,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2560,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2561,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
2562,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
2563,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2564,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2565,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2566,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2567,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2568,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2569,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2570,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2571,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
2572,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2573,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
2574,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2575,1,3,2,3,0,0,4,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2576,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2577,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2578,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2579,0,3,2,3,1,2,6,Ordinary Buyers,26.68,24.96,22.76,22.76,20.99,27.32
2580,2,1,1,2,3,2,11,VIP,36.63,21.58,29.89,29.89,16.88,27.32
2581,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2582,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2583,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
2584,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2585,2,3,0,4,0,3,5,Ordinary Buyers,36.63,24.96,36.76,36.76,29.3,36.35
2586,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
2587,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2588,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2589,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
2590,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
2591,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2592,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2593,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
2594,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
2595,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
2597,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
2598,0,0,2,3,1,2,7,Loyal Customers,26.68,28.35,22.76,22.76,20.99,27.32
2599,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2600,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2601,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2602,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
2603,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2604,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2605,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
2606,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2607,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2608,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2609,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
2610,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2611,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2612,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2613,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2614,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2615,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2616,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
2617,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
2618,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2619,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2620,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2621,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2622,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
2623,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
2624,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2625,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2626,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2627,2,0,0,4,1,3,6,Ordinary Buyers,36.63,28.35,36.76,36.76,20.99,36.35
2628,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2629,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2630,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
2631,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2632,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
2633,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2634,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
2635,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
2636,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
2637,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
2638,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
2639,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
2640,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
2641,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
2642,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
2643,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
2644,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
2645,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
2646,0,1,0,4,2,2,9,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
2648,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
2649,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
